url,type,forms,inputs,iframes,scripts,images,buttons,domDepth,maxChildren,titleLength,onmouseoverEvents,externalResourceRatio,inlineStyles,phishingKeywordHits,usesHTTPS,hasEval
https://promocioneslatamonline.info/,phishing,0,0,0,1,0,0,5,5,11,0,0.0,0,0,True,0
https://localhost.ofertasypromocioneslatam.info/index.php,phishing,0,1,0,2,0,3,11,91,13,0,0.0,0,2,True,0
https://smtp.ofertasypromocioneslatam.info/index.php,phishing,0,1,0,2,0,3,11,91,13,0,0.0,0,2,True,0
https://ftp.ofertasypromocioneslatam.info/index.php,phishing,0,1,0,2,0,3,11,91,13,0,0.0,0,2,True,0
https://localhost.promocioneslatamonline.info/index.php,phishing,0,1,0,2,0,3,11,91,13,0,0.0,0,2,True,0
https://outlook-secure.vercel.app/,phishing,1,1,0,3,2,2,10,5,7,0,1.0,13,1,True,0
https://pop.ofertasypromocioneslatam.info/index.php,phishing,0,1,0,2,0,3,11,91,13,0,0.0,0,2,True,0
https://case-10062673.clickup5.click/?case-id-10062673,phishing,0,0,0,3,1,0,7,12,31,0,1.0,0,0,True,0
http://decentalized.netlify.app/,phishing,2,3,0,15,6,5,17,18,23,0,0.9166666666666666,18,5,False,0
http://www.channelhub.info/85a9a2c6cxd4194e7an8684f8b9j740b01c2.html,phishing,0,3,1,5,2,0,13,11,23,0,0.8181818181818182,1,5,False,0
http://www.channelhub.info/8e2891872x2fbe4407nae154489jde31a342.html,phishing,0,3,1,5,2,0,13,11,23,0,0.8181818181818182,1,5,False,0
http://www.channelhub.info/885ebc92bx326943d6nb474e449jc71d855b.html,phishing,0,3,1,5,2,0,13,11,23,0,0.8181818181818182,1,5,False,0
https://sanketrakhewar.github.io/Amazon-Clone-UI/login.html,phishing,0,1,0,0,1,2,6,9,5,0,1.0,0,2,True,0
http://dhl-express-marbvdrvgwlwlmdxooemvqrt.pages.dev/,phishing,0,0,0,5,0,1,10,11,36,0,0.3333333333333333,5,0,False,0
https://vuelos.latamsudamerica.com/,phishing,1,1,0,3,0,2,11,9,36,0,0.25,7,0,True,0
https://sign_adfs-w5lmqc.zlatanibile.workers.dev/?3mail@b.c,phishing,0,0,0,0,0,0,3,2,0,0,0.0,0,0,True,0
https://jsisjss.ikux.me/,phishing,1,2,0,1,1,1,8,7,38,0,1.0,2,0,True,0
https://info--coinbase-pro-cdn.webflow.io/,phishing,0,0,0,0,0,0,8,6,20,0,1.0,0,0,True,0
http://token.tokenimpocket.top/,phishing,0,0,0,2,22,0,16,21,36,0,0.9666666666666667,2,0,False,0
https://faq-trezo.squarespace.com/,phishing,0,0,0,26,1,2,19,60,52,0,0.5555555555555556,118,18,True,0
https://emktlw.com.br/accounts/198400/messages/3/clicks/1680/2,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://emktlw.com.br/accounts/198400/messages/3/clicks/47885/2,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://emktlw.com.br/accounts/198400/messages/3/clicks/53006/2,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://sntandercuenver.lima.zone/lnfo/ssl/,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://sendflow.pro/l/P6UZ69qwgwUziFE99owg,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://emktlw.com.br/accounts/198400/messages/3/clicks/33106/2,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://emktlw.com.br/accounts/198400/messages/3/clicks/64854/2,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://emktlw.com.br/accounts/198400/messages/3/clicks/430/2,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://mk.maokass28.cc/,phishing,0,0,0,0,0,0,6,5,9,0,0.0,0,0,True,0
https://ronav01.github.io/Amazon-Clone-/,phishing,0,2,0,0,1,0,9,21,6,0,1.0,9,1,True,0
http://secure-my-blockfi--sso--auth.webflow.io/,phishing,0,0,0,3,3,0,5,16,15,0,0.8888888888888888,1,1,False,0
https://emktlw.com.br/accounts/198400/messages/3/clicks/9402/2,phishing,0,0,0,0,1,0,7,5,50,0,1.0,0,0,True,0
https://case-1018686742387.pihayy.com/,phishing,1,1,0,3,0,2,11,9,36,0,0.25,7,0,True,0
https://bantuan-customer-care.introtop.my.id/,phishing,3,11,0,13,11,3,10,18,43,0,0.6206896551724138,4,1,True,0
https://case-10071066.nicelittlestuff.com/,phishing,0,0,0,3,1,0,7,12,31,0,1.0,0,0,True,0
http://ornate-bonbon-95aacd.netlify.app/,phishing,1,2,0,0,0,1,8,4,19,0,0.0,0,3,False,0
https://login_mic-dg55ur.l-iukeng101.workers.dev/?3mail@b.c,phishing,0,0,0,3,0,1,11,9,36,0,0.25,6,0,True,0
http://wheat-just-fluorine.glitch.me/,phishing,0,0,0,0,1,0,7,5,33,0,1.0,0,0,False,0
https://fstvl-vndian-brl-konfirms.vercel.app/,phishing,0,0,0,11,1,1,8,20,28,0,0.21428571428571427,6,1,True,0
https://dub.sh/gntr/BRI.fstvl2025,phishing,0,0,0,11,1,1,8,20,28,0,0.21428571428571427,6,1,True,0
http://steanncommunity.ru/Id/7656119799766451,phishing,0,0,1,1,0,0,4,10,25,0,0.5,1,0,False,0
https://opensea-nft-two.vercel.app/,phishing,0,3,0,11,9,7,13,22,10,0,0.8846153846153846,12,0,True,0
https://oithoigianhayquendi.ubpages.com/8d0f8da2-2986-11f0-a22c-ee5b456ff4ed//,phishing,0,0,0,6,3,0,9,20,8,0,0.42857142857142855,16,0,True,0
https://srieamcoommnumnlry.com/xudy38929898d0f082842842i09209842,phishing,0,0,1,1,0,0,4,10,21,0,0.5,1,0,True,0
https://financialswingcoach.com/amz?lptoken=176345c121fc19659272&cep=n4igdgpg7g,phishing,0,0,0,5,5,2,10,15,6,0,1.0,1,1,True,0
https://attcurently04-03-2025.weeblysite.com/,phishing,2,2,0,17,3,4,31,73,14,0,0.8421052631578947,111,3,True,0
https://channelhub.info/8288fb32bx74c944d6n90def6cfj8b1bc461.html,phishing,0,3,1,5,2,0,13,11,23,0,0.8181818181818182,1,5,True,0
https://clique.ws/supportmeta-it-it-facebook,phishing,0,0,0,11,0,0,5,33,8,0,0.7307692307692307,1,0,True,0
https://login_mic-ppflxp.l-iukeng101.workers.dev/?mail@example.com,phishing,0,0,0,3,0,1,11,9,36,0,0.25,6,0,True,0
https://vodafone-internet.it/?gad_source=1&gbraid=0AAAAAovRHE9DruOUT1GXVgWXfTROABUki&gclid=Cj0KCQjw2ZfABhDBARIsAHFTxGwbS_bbsyWng71ZrA9SauElRQjPC5aMfsY0-pnzXMZjs78vTPW-BmIaAiwfEALw_wcB,phishing,1,5,1,14,8,3,17,21,31,0,0.8787878787878788,97,0,True,0
https://web-git-feature-universal-farm.pancake.run/liquid-staking,phishing,0,2,2,40,14,87,21,67,11,0,0.9390243902439024,116,1,True,0
https://web-git-feature-universal-farm.pancake.run/buy-crypto,phishing,0,4,2,25,26,95,21,53,11,0,0.9242424242424242,133,3,True,0
https://web-git-feature-universal-farm.pancake.run/affiliates-program,phishing,0,2,2,27,27,87,21,55,11,0,0.9264705882352942,130,2,True,0
http://www.6h02.com/,phishing,0,0,1,9,7,0,8,11,2,0,0.8333333333333334,6,0,False,0
http://mettamaskllogggnnn.webflow.io/,phishing,0,0,0,3,1,0,5,10,32,0,0.8571428571428571,0,0,False,0
https://xulram.click/tvrunplug/openpluggg/zimbra.html,phishing,1,6,0,2,0,0,14,14,25,0,0.5,3,1,True,0
https://web-git-feature-universal-farm.pancake.run/v4,phishing,0,6,2,19,14,88,24,48,11,0,0.8913043478260869,131,2,True,0
https://bancolombiapersonascheckoutpagos.netlify.app/,phishing,0,0,0,0,0,0,8,5,14,0,0.0,0,0,True,0
http://gentlewhisper-sigma.vercel.app/managermentquan/M5wD9Rj3X7/F8tB2Qy1K0.html,phishing,4,9,0,8,16,9,14,34,31,0,0.8888888888888888,24,18,False,0
https://www2-openplay-listinvoc.com/04/27VBY0SW5G/Select/index.php?p=login&e=a944edded8892c9d47df9645f5c77a02orangea944edded8892c9d47df9645f5c77a02,phishing,1,1,0,3,0,2,11,9,36,0,0.25,7,0,True,0
https://mail-modp-gov-pk-view.netlify.app/,phishing,0,0,0,1,11,0,7,29,0,0,1.0,128,0,True,0
https://srieamcoommnumnlry.com/xcxi4902409ff09240940-20-30-2w,phishing,0,0,1,1,0,0,4,10,21,0,0.5,1,0,True,0
http://techassist-user-code-42619573810.vercel.app/case.help/hkkru.html,phishing,4,9,0,4,16,9,14,33,31,0,0.8695652173913043,19,17,False,0
https://s.team-sms.pro/p/hpww-tqqf/gtjdtgtm/,phishing,0,0,0,32,62,0,22,45,25,0,0.8691588785046729,60,2,True,0
http://gg_8xkjb_sign_on_sf2awkeeqf_ewotawgek5.amiparis.co/,phishing,2,8,1,6,1,1,19,83,25,0,0.25,2,3,False,1
http://mursalin2250.github.io/netflix-clone,phishing,0,1,0,1,5,9,11,13,149,0,1.0,16,4,False,0
http://ujjawal-singh05.github.io/fecbook-login-,phishing,2,9,0,0,2,2,9,31,26,0,1.0,0,4,False,0
http://onlinetk-store.com/,phishing,0,2,0,2,149,1,17,48,9,0,1.0,133,0,False,0
http://get-blue-tick-free.vercel.app/,phishing,0,0,0,1,2,0,7,9,40,0,0.75,2,0,False,0
http://action-required-verification.github.io/account/index.html,phishing,1,0,0,5,1,1,10,9,30,0,0.7142857142857143,1,0,False,0
http://balajii1212.github.io/amzon,phishing,0,1,0,0,13,0,8,13,6,0,1.0,1,2,False,0
https://www.bet73075.com/fish/260,phishing,3,11,0,44,20,4,15,77,11,1,0.7126436781609196,19,14,True,0
http://bet73033.com/,phishing,2,8,0,46,23,6,15,82,11,1,0.7142857142857143,25,14,False,0
http://srreeraj.github.io/Netflix-Static-Web,phishing,0,2,0,3,5,3,14,10,7,0,1.0,7,1,False,0
http://kuldeep604.github.io/Netflix,phishing,2,6,0,0,2,2,8,5,7,0,1.0,0,2,False,0
http://ajayuthaman.github.io/Netflix-clone,phishing,0,2,0,0,11,7,9,7,58,0,1.0,0,1,False,0
http://fazila8790.github.io/geekster_projects,phishing,0,0,0,0,1,2,7,4,7,0,1.0,0,0,False,0
http://darshanbhagvanbhaiprajapati.github.io/amazon-clone,phishing,0,1,0,0,0,0,8,8,6,0,1.0,8,2,False,0
http://srishti0726.github.io/Amazon-Clone,phishing,0,1,0,0,0,0,8,9,6,0,1.0,8,2,False,0
http://metamaskwallett.blogspot.com/,phishing,1,2,0,4,0,4,22,22,15,0,0.5,0,2,False,0
http://zozo0329.github.io/loginClone,phishing,0,2,0,1,2,5,10,5,28,0,1.0,0,2,False,0
http://codelikeamachine.github.io/Day17of50-Netflix-Clone-Website-Template,phishing,0,2,0,1,8,9,10,9,58,0,1.0,2,4,False,0
http://shubham4dey.github.io/Amazon-Clone,phishing,0,1,0,0,0,0,8,8,6,0,1.0,8,1,False,0
https://logixgemeno.godaddysites.com/,phishing,0,0,0,27,1,0,15,61,23,0,0.9285714285714286,0,0,True,0
http://smritig537.github.io/Amazon-clone.github.io,phishing,0,1,0,0,0,0,8,9,6,0,1.0,8,2,False,0
http://afta006.github.io/Amazon-Clone,phishing,0,1,0,0,0,0,8,18,6,0,1.0,0,2,False,0
http://outlook-f99a9d.webflow.io/,phishing,1,6,0,4,2,0,8,11,7,0,0.8888888888888888,1,0,False,0
http://sibghat776.github.io/Amazon-Clone,phishing,0,1,0,0,0,1,8,9,6,0,1.0,9,2,False,0
http://amar-shar.github.io/Amazon_Clone,phishing,0,1,0,0,0,0,9,10,6,0,1.0,8,2,False,0
https://tazeenansari2023.github.io/netflix-clone,phishing,0,2,0,0,18,3,9,16,13,0,1.0,0,1,True,0
https://reuqxwctcwpxj3brxhksjvubekcn6fngcgplszqellgjgbeq4kza.g8way.io/iSkL2FMVn3TsMbnVJNaBIoTfFaYRnrlmBFrMkwSQ4rI?email=3mail@b.c,phishing,0,0,0,0,0,0,8,4,0,0,0.0,0,0,True,0
http://jaiminp0416.github.io/Amazon.Clone,phishing,0,1,0,0,0,0,9,9,6,0,1.0,48,2,False,0
https://prapti-patil.github.io/Amazon-Clone/,phishing,0,1,0,0,0,0,8,9,6,0,1.0,8,2,True,0
https://surya4480.github.io/Netflix-Clone/,phishing,0,2,0,0,5,4,7,11,58,0,1.0,0,1,True,0
http://gitsubhranshu.github.io/netflix-clone,phishing,0,0,0,1,5,0,11,8,7,0,1.0,0,1,False,0
https://priyanshuchaudhry.github.io/Netflix-Clone/,phishing,0,2,0,1,7,11,9,15,58,0,1.0,0,4,True,0
https://hill-lydian-poison.glitch.me/,phishing,1,5,1,4,5,4,21,100,28,0,0.967391304347826,14,7,True,0
http://zetawave-bzrl.vercel.app/managermentloc/Landingpage/landingpage.html,phishing,4,9,0,8,16,9,14,34,31,0,0.8888888888888888,24,18,False,0
https://is.gd/kXpSFf,phishing,1,5,1,4,5,4,21,100,28,0,0.967391304347826,14,7,True,0
http://parkerking001.github.io/rfgty,phishing,1,2,0,8,5,3,14,10,18,0,0.9375,20,3,False,0
http://mmiskatul.github.io/facebook-log-in-page,phishing,0,2,0,1,1,2,7,7,27,0,1.0,0,2,False,0
https://atul22g-dev.github.io/Netflix-Clone/,phishing,0,3,0,3,13,0,10,18,58,0,0.9615384615384616,0,4,True,0
https://vansh28048.github.io/Netflix-clone,phishing,0,1,0,0,5,3,7,12,8,0,1.0,0,1,True,0
https://dagiayni.github.io/Next-flix-clone/,phishing,0,1,0,1,13,3,10,6,13,0,1.0,12,0,True,0
https://sso--ndax-io--view-cdn-auths.webflow.io/,phishing,0,0,0,3,3,0,9,16,51,0,0.8888888888888888,1,21,True,0
http://adhilmulavoor.github.io/amazon,phishing,0,1,0,0,0,0,8,9,6,0,1.0,8,2,False,0
http://app-now-help.netlify.app/,phishing,0,0,0,1,1,0,4,6,22,0,0.5,0,1,False,0
http://lilavatipandit.github.io/myproject_demoWD1,phishing,0,1,0,0,0,0,8,11,7,0,1.0,8,2,False,0
https://abhiraj5007.github.io/Netflix_Clone,phishing,0,1,0,0,5,3,7,12,65,0,1.0,0,1,True,0
https://www.365f09.com/,phishing,0,0,0,2,2,1,9,9,14,0,0.5,1,0,True,0
http://jhommuelpastoral.github.io/AmazonClone,phishing,0,1,0,2,131,43,10,42,6,0,1.0,1,0,False,0
https://gaurav-kr-09.github.io/netflix-clone,phishing,0,1,0,0,5,3,9,12,58,0,1.0,0,0,True,0
http://matinsh2001.github.io/Instagram/index.html,phishing,1,2,0,2,3,1,14,10,9,0,0.7142857142857143,0,2,False,0
http://shankargardi25.github.io/Netflix-Clone,phishing,0,2,0,5,8,9,10,18,58,0,0.8,2,4,False,0
https://www.mobilllepayylasuomii.com/,phishing,1,4,0,4,0,1,8,9,50,0,0.875,4,1,True,0
http://srihari3601.github.io/FacebookCloneusingTailwind,phishing,0,2,0,1,1,2,7,7,28,0,1.0,0,2,False,0
http://webpage--ndax.webflow.io/,phishing,0,0,0,3,1,0,5,10,51,0,0.8571428571428571,0,2,False,0
http://wannacryransomware.github.io/metasupport,phishing,1,2,0,1,1,1,8,4,14,0,0.5,0,3,False,0
http://aniketsaini5.github.io/Instagram_Login,phishing,1,2,0,4,3,1,11,25,15,0,1.0,0,3,False,0
http://akhi1704.github.io/tailwind_fb-clone/index.html,phishing,0,2,0,0,1,2,7,7,28,0,1.0,0,2,False,0
https://macbook.app-viewlocation.com/jrT,phishing,0,0,0,0,0,0,4,3,13,0,0.0,0,0,True,0
https://xulrez.click/tvrunplug/openpluggg/zimbra.html,phishing,1,6,0,2,0,0,14,14,25,0,0.5,3,1,True,0
http://aauths-m-start-ttrezor.webflow.io/,phishing,0,0,0,3,1,0,5,10,43,0,0.8571428571428571,0,0,False,0
http://jibladerkaros.kachgalbisda.com/,phishing,0,0,3,38,54,8,20,59,71,0,0.9906542056074766,107,0,False,0
https://shop.gudatrade.com/,phishing,0,2,0,2,86,1,17,19,16,0,0.989247311827957,83,0,True,0
http://bet63040.com/about/cookies,phishing,2,8,0,43,14,4,15,73,11,1,0.6923076923076923,21,15,False,0
http://bet73016.com/fish/81,phishing,3,11,0,44,16,4,15,77,11,1,0.6987951807228916,19,14,False,0
http://bet63040.com/egame/224,phishing,3,10,0,47,290,4,15,81,11,1,0.42777777777777776,35,14,False,0
https://4ue5i6rkytu6krjtehrer5j6krtdrh3y45u-hhmot5.vercel.app/id/1000476989768658.html,phishing,5,15,0,6,16,10,17,126,31,0,0.84,21,19,True,0
http://bet63040.com/egame/218,phishing,3,10,0,47,290,4,15,81,11,1,0.42777777777777776,35,14,False,0
http://www.securepage.cloud/8c1cb71d4xb3254336na534f65dja6c0694f.html,phishing,0,2,0,4,1,0,7,11,29,0,0.8888888888888888,0,2,False,0
http://bet63040.com/egame/217,phishing,3,10,0,47,287,4,15,81,11,1,0.42296918767507,35,14,False,0
http://bet63040.com/sport/150,phishing,2,8,1,44,14,4,15,76,11,1,0.691358024691358,43,14,False,0
http://www.channelhub.info/8d5595e41x50c54292nb3e02d64j4ae7a27e.html,phishing,0,3,1,5,2,0,13,11,23,0,0.8181818181818182,1,5,False,0
http://www.channelhub.info/8fd311a0dxaa084b67n90aab6b2j53bc3f52.html,phishing,0,3,1,5,2,0,13,11,23,0,0.8181818181818182,1,5,False,0
http://www.channelhub.info/8487452ebx5e714640n9256c495j8c3c8813.html,phishing,0,3,1,5,2,0,13,11,23,0,0.8181818181818182,1,5,False,0
http://bet63040.com/poker/200,phishing,2,8,0,45,49,4,15,78,11,1,0.7863247863247863,25,14,False,0
https://blockfilogi--official.webflow.io/,phishing,0,0,0,3,3,0,7,34,15,0,0.8888888888888888,1,89,True,0
http://bet63040.com/egame/214,phishing,3,10,0,47,290,4,15,81,11,1,0.42777777777777776,35,14,False,0
https://secure--ndax-login--auth.webflow.io/,phishing,0,0,0,3,3,0,7,10,51,0,0.8888888888888888,2,13,True,0
https://spotifyw.vip/,phishing,0,0,0,0,3,0,6,4,7,0,1.0,1,0,True,0
https://3659tt.net/,phishing,0,0,0,2,2,1,9,9,10,0,0.5,1,0,True,0
https://secure--blockfie-sso---cdn.webflow.io/,phishing,0,0,0,3,3,0,5,16,15,0,0.8888888888888888,1,1,True,0
https://io-ndaxlogi-auth.webflow.io/,phishing,0,0,0,3,1,0,5,10,51,0,0.8571428571428571,0,4,True,0
http://ecardm.blogspot.nl/,phishing,0,0,2,19,29,0,11,24,21,0,0.8363636363636363,23,1,False,0
http://pub-0c83953400094ceaa025496458468cc6.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-2c41dc2a4fe544379dd65a62b31c94b1.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-6d83fcbcfa5e4ae680b9d3fc5288b670.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
https://ebaymy.shop/,phishing,1,1,0,3,0,2,11,9,36,0,0.25,7,0,True,0
http://pub-fd1e80b720f7406fba40462652b23ab0.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-9ee2680d599c4a7281f4adfb8f776ea5.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-e7a1b231f25145409249e142fc824ac0.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-9f65e9a08da64a87ae0cc31910c99428.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-ece6cc74b1074eb0beeca35897404010.r2.dev/index.html,phishing,0,1,1,2,1,0,8,10,14,0,0.6666666666666666,4,0,False,0
http://pub-f4f8f45011084a81af23aa2c62217152.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-e9939729c7a643fdb08b422e179c20df.r2.dev/index.html,phishing,5,90,0,6,96,6,9,57,8,0,0.9902912621359223,0,2,False,0
http://pub-979ede100f0c4e07867f4f81c1d13ec6.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-44935a18ffd14c8d9a1c0c39e1e4fca4.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
https://365s02.com/,phishing,1,5,0,19,11,0,18,25,6,1,0.7631578947368421,43,0,True,0
https://jigglytorch.vercel.app/managermentquan/vJ4q7Zb8P1.html,phishing,0,0,0,3,0,0,5,7,7,0,0.5,0,0,True,0
http://pub-9c0e124bfdae48649cf3f048dae74580.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://metamask-wallet-extension-apps.webflow.io/,phishing,0,0,0,3,3,0,5,9,61,0,0.8888888888888888,1,0,False,0
http://pub-9723ebd02410432ba9d3eb3ed2bab54c.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://authoo-start-trzieor.webflow.io/,phishing,0,0,0,0,0,0,8,6,20,0,1.0,0,0,False,0
http://pub-c3fac41fc6884e3db327baaa4dce5290.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-3d729c9602e94c90bb9e1036ba488f8c.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-f9c3fead5e3e4d6e8cfa1a41b866b340.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
https://alonetimesapp.pages.dev/,phishing,0,0,0,5,0,1,10,11,36,0,0.3333333333333333,5,0,True,0
http://pub-b340bb8e0a5f4bcb94f7e4bd1c7e0145.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://pub-fbe6fd4e8cae4599b13b8db10b19ff13.r2.dev/index.html,phishing,5,90,0,7,96,6,9,57,8,0,0.9903846153846154,0,2,False,0
http://ecardm.blogspot.dk/,phishing,0,0,2,19,29,0,11,24,21,0,0.8363636363636363,23,1,False,0
https://pub-ade1b8cd4ef94104927260904c82c837.r2.dev/docusii.html,phishing,0,0,0,3,0,1,11,9,36,0,0.25,6,0,True,0
https://microsofltonline.org/landing/form/af0ca58e-004f-4d52-b079-9ed8899d3286,phishing,0,3,0,1,2,1,9,5,26,0,0.75,15,3,True,0
https://e-service.org/landingpage/cf1a9771-107e-471b-986d-361ea44c2f10/bsdqolxd_snm0rmmt,phishing,1,2,0,1,2,1,18,7,33,0,0.6666666666666666,1,2,True,0
